section;p_nr;p_title;p_room;p_day;p_time;p_chair;p_discussant;authors;title
Political Behavior;1041;What Populist Parties Say and Do;MP6-2;Friday;15:00;Irene Menéndez;Thomas Sattler;Michael Becher, Alberto De Leon, Irene Menéndez, Nina Wiesehomeier;Parliamentary Debate and Populism: Exploring the Role of Party Competition and Individual Characteristics
Political Behavior;1041;What Populist Parties Say and Do;MP6-2;Friday;15:00;Irene Menéndez;Thomas Sattler;Frederik Hjorth, Dario Ramon Landwehr;Selling Out? Rhetorical Mainstreaming of Radical Right Parties
Political Behavior;1041;What Populist Parties Say and Do;MP6-2;Friday;15:00;Irene Menéndez;Thomas Sattler;Julian Erhardt, Maximilian Filsinger;Populist parties – A threat to liberal democracy?
Political Economy;1211;Political Economy of Governance;MP7-316;Friday;15:00;Scott Cook;Stephen Meserve;Patrick Shea, Justin Kirkland;Legislative Financial Asset Disclosure and The Business Environment of US States
Political Economy;1211;Political Economy of Governance;MP7-316;Friday;15:00;Scott Cook;Stephen Meserve;Lorenzo Crippa, Nikhil Kalyanpur;Elite Re-Globalization: Enforcement of Regulatory Regimes and the Restructuring of Offshore Wealth
Political Economy;1211;Political Economy of Governance;MP7-316;Friday;15:00;Scott Cook;Stephen Meserve;Scott Cook, David Fortunato;Delegation Problems in Critical Government Data: Evidence from the American Death Registry
Political Economy;1211;Political Economy of Governance;MP7-316;Friday;15:00;Scott Cook;Stephen Meserve;Soeren Henn, Vincent Tanutama;State Expansion and Social Responses in the Democratic Republic of the Congo
Political Economy;1211;Political Economy of Governance;MP7-316;Friday;15:00;Scott Cook;Stephen Meserve;Stine Hesstvedt, Atle Hennum Haugsgjerd;The Legitimacy of Expert Decision-Making: Comparing Attitudes among Bureaucrats, Politicians and Voters
Political Economy;1220;Pork Barrell Politics and Resource Allocation to Districts;MP6-3;Friday;15:00;Jan Teorell;Jonathan Phillips;Leah Rosenstiel;Electoral Geography and the Distribution of Resources
Political Economy;1220;Pork Barrell Politics and Resource Allocation to Districts;MP6-3;Friday;15:00;Jan Teorell;Jonathan Phillips;Aliz Toth;The Value of Legibility: How Land Record Digitization Dampens Infrastructure Investment
Political Economy;1220;Pork Barrell Politics and Resource Allocation to Districts;MP6-3;Friday;15:00;Jan Teorell;Jonathan Phillips;Jan Teorell, Kåre Vernby;Local Party System Nationalization and the Allocation of Intergovernmental Transfers
Political Economy;1220;Pork Barrell Politics and Resource Allocation to Districts;MP6-3;Friday;15:00;Jan Teorell;Jonathan Phillips;Daniel Butler, Adam Dynes, Michelle Torres;Does Constituents' Partisanship or Officials' Predict Municipal Spending and Taxation?
Political Economy;1220;Pork Barrell Politics and Resource Allocation to Districts;MP6-3;Friday;15:00;Jan Teorell;Jonathan Phillips;Krisztina Szabó, Thomas Pepinsky, Ádám Reiff;Programmatic Subsidies and Democratic Backsliding in the EU: Evidence from Hungary
Public Policy and Administration;1303;Public Sector Reforms;MP8-Small;Friday;15:00;Lea Heyne;Markus Tepe;Jan Jathe, Fabian Engler, Reimut Zohlnhöfer;The Diffusion of Privatization in OECD Countries, 1980-2019
Public Policy and Administration;1303;Public Sector Reforms;MP8-Small;Friday;15:00;Lea Heyne;Markus Tepe;Luis Soto;Evaluating the Impact of the 2020 Antinepotism Reforms on the Mexican Judiciary's Performance (2019-2023)
Public Policy and Administration;1303;Public Sector Reforms;MP8-Small;Friday;15:00;Lea Heyne;Markus Tepe;Lea Heyne, Roberto Pannico, Rubén Ruiz-Rufino;Programmatic choice under economic constraints: Evidence from a conjoint experiment in Germany and Portugal
Public Policy and Administration;1303;Public Sector Reforms;MP8-Small;Friday;15:00;Lea Heyne;Markus Tepe;Sebastian Hemesath, Markus Tepe;Algorithmic discretion in public services. Evidence on the role of empathy, transparency and decision-outcome.
Public Opinion and Political Communication;1410;Online Discussions and Debates;MP6-4;Friday;15:00;Jae-Hee Jung;Sarah Ledoux;Soyeon Jin;Beyond Polarized or Not: A New Framework for Understanding Emotion’s Role in the Public’s Online Political Discussions
Public Opinion and Political Communication;1410;Online Discussions and Debates;MP6-4;Friday;15:00;Jae-Hee Jung;Sarah Ledoux;Monika Verbalyte, Kavyanjali Kaushik;Who vents on social media? Emotions, exclusive national identity and socio-political exclusion as determinants of online political behavior and polarization
Public Opinion and Political Communication;1410;Online Discussions and Debates;MP6-4;Friday;15:00;Jae-Hee Jung;Sarah Ledoux;Friederike Quint, Yannis Theocharis, Mia Nahrgang, Margaret E. Roberts, Nils B. Weidmann;Does the Community Understand the Community Guidelines?
Public Opinion and Political Communication;1410;Online Discussions and Debates;MP6-4;Friday;15:00;Jae-Hee Jung;Sarah Ledoux;Nick Lewis;Who don't we hear? A test of the spiral of silence on Facebook.
Public Opinion and Political Communication;1410;Online Discussions and Debates;MP6-4;Friday;15:00;Jae-Hee Jung;Sarah Ledoux;Nicolai Berk, Laura Bronner, Francisco Tomás-Valiente Jordá, Laurenz Derksen, Dominik Hangartner;Measuring public opinion using newspaper comments
Public Opinion and Political Communication;1419;Affective Polarization;MP6-5;Friday;15:00;Lena Masch;Liran Harsgor;Joseph Phillips, Nikhil Sengupta;Dimensions of Affective Polarization in the United Kingdom
Public Opinion and Political Communication;1419;Affective Polarization;MP6-5;Friday;15:00;Lena Masch;Liran Harsgor;Felix Jäger;Support for Civil Liberties under Affective Polarization
Public Opinion and Political Communication;1419;Affective Polarization;MP6-5;Friday;15:00;Lena Masch;Liran Harsgor;Amuitz Garmendia Madariaga, Sandra León;Territorial Affective Polarization in Comparative Perspective
Public Opinion and Political Communication;1419;Affective Polarization;MP6-5;Friday;15:00;Lena Masch;Liran Harsgor;Maximilian Filsinger, Markus Freitag;Divided by Opinion & Party: Democratic Consequences of Opinion-based and Partisan Affective Polarization
Comparative Politics;1507;Social Welfare and Redistribution 2;MP7-20;Friday;15:00;Laura Kettel;Malte Wehr;Mogens K. Justesen, Robert Klemmensen, Sara Hobolt, Marko Klasnja;Mind the Gap: What the Rich Want from Government – and How it Differs from the Mass Public
Comparative Politics;1507;Social Welfare and Redistribution 2;MP7-20;Friday;15:00;Laura Kettel;Malte Wehr;Gilad Hurvitz;The Economic Manifestations of the Post-industrial Cleavage
Comparative Politics;1507;Social Welfare and Redistribution 2;MP7-20;Friday;15:00;Laura Kettel;Malte Wehr;Andreas Wiedemann, Martin Vinæs Larsen;Build Your Own Constituency. Social Housing as an Electoral Strategy?
Comparative Politics;1507;Social Welfare and Redistribution 2;MP7-20;Friday;15:00;Laura Kettel;Malte Wehr;Letícia Barbabela, Miquel Pellicer, Nils Strecker, Eva Wegner;Unequal Democracy in Local Politics
Comparative Politics;1507;Social Welfare and Redistribution 2;MP7-20;Friday;15:00;Laura Kettel;Malte Wehr;Vittorio Merola;Poor Compared to Whom? The Effects of Economic Comparisons With Similar or Different Others
Comparative Politics;1522;The Survival of Authoritarian Regimes;MP7-222;Friday;15:00;Congyi Zhou;Maurice Schumann;Adrián del Río;Economic Crisis and Democratization: The Role of Elite Divisions in Authoritarian Governments
Comparative Politics;1522;The Survival of Authoritarian Regimes;MP7-222;Friday;15:00;Congyi Zhou;Maurice Schumann;Edward Goldring, Anne Meng;Constitutional Succession Rules and Autocratic Regime Survival
Comparative Politics;1522;The Survival of Authoritarian Regimes;MP7-222;Friday;15:00;Congyi Zhou;Maurice Schumann;Lisa Blaydes;States and Social Hierarchies in the Arab Gulf Region
Comparative Politics;1522;The Survival of Authoritarian Regimes;MP7-222;Friday;15:00;Congyi Zhou;Maurice Schumann;Isaac Shih-hao Huang;Nodding, Needling or Overthrowing? Analyzing Parliamentary Interpellations Under Authoritarianism in Taiwan
Comparative Politics;1522;The Survival of Authoritarian Regimes;MP7-222;Friday;15:00;Congyi Zhou;Maurice Schumann;Noah Buckley, Daniil Romanov, Nikita Khokhlov;Mobilizing the Demobilized: Authoritarian Regime Inducements to Participation in Conflict
Party Politics;1801;Gender Representation within Parties;MP7-313;Friday;15:00;Jonathan Homola;Daniel Höhmann;Javier Astudillo, Andreu Paneque;The ideological orientation of political parties, party primaries, and women’s chances of becoming party leaders.
Party Politics;1801;Gender Representation within Parties;MP7-313;Friday;15:00;Jonathan Homola;Daniel Höhmann;Frederik Thieme, Heike Klüver, Jae-Jae Spoon;Helping the Cause? The Effect of Female Top Candidate Nominations on Voters
Party Politics;1801;Gender Representation within Parties;MP7-313;Friday;15:00;Jonathan Homola;Daniel Höhmann;Zeynep Somer-Topcu, Elizabeth Simas, Mohamed Nasr;The Lady's not for Turning? Candidate Gender and Position Switching
Party Politics;1801;Gender Representation within Parties;MP7-313;Friday;15:00;Jonathan Homola;Daniel Höhmann;Karina Kosiara-Pedersen;How parties (don’t) protect. Party rules on hindering and handling harassment, intimidation and violence among members, candidates and elected representatives
Party Politics;1801;Gender Representation within Parties;MP7-313;Friday;15:00;Jonathan Homola;Daniel Höhmann;Paulina Sałek-Lipcean, Sona N. Golder;Gender and Parliamentary Party Switching
Conflict and Security;1902;The Return of International War;MP7-314;Friday;15:00;Julian Wucherpfennig;Jonathan Klingler;Giacomo Lemoli, Gloria Gennaro;War violence, nationalism, and party support: evidence from Italy
Conflict and Security;1902;The Return of International War;MP7-314;Friday;15:00;Julian Wucherpfennig;Jonathan Klingler;Jonas Schmid, Eric Nilsen, Jacob Nyrup, Tore Wig;Cabinet Composition and Interstate War
Conflict and Security;1902;The Return of International War;MP7-314;Friday;15:00;Julian Wucherpfennig;Jonathan Klingler;Jonathan Klingler, Tyson Chatagnier;Military Combat and Attitudes Toward the Use of Force
Conflict and Security;1902;The Return of International War;MP7-314;Friday;15:00;Julian Wucherpfennig;Jonathan Klingler;Julian Wucherpfennig, Christian Gläßel, Felix Lemmer;When do nuclear threats succeed? Experimental evidence
Conflict and Security;1911;Technology and Warfare;MP5-Köln;Friday;15:00;Melissa Pavlik;Lesley-Ann Daniels;Joscha Abels;Private infrastructure in geopolitical conflicts: The case of Starlink and the war in Ukraine
Conflict and Security;1911;Technology and Warfare;MP5-Köln;Friday;15:00;Melissa Pavlik;Lesley-Ann Daniels;Max Schaub, Julius Koch;Weapon Technology and Civilian Targeting in Conventional War: Evidence from Ukraine
Conflict and Security;1911;Technology and Warfare;MP5-Köln;Friday;15:00;Melissa Pavlik;Lesley-Ann Daniels;Jesse Dillon Savage, Tianxin Zhang;Training for Victory: A Micro-Level Analysis of Training and Military Effectiveness in Early 20th Century China
Conflict and Security;1911;Technology and Warfare;MP5-Köln;Friday;15:00;Melissa Pavlik;Lesley-Ann Daniels;Elsa Voytas, Jason Lyall;Drone strikes, civilian casualties, and policy preferences
Conflict and Security;1911;Technology and Warfare;MP5-Köln;Friday;15:00;Melissa Pavlik;Lesley-Ann Daniels;Ondřej Rosendorf;Algorithmic Aversion Revisited: Cross-national Experimental Evidence on Public Attitudes to Killer Robots
Political Methodology;2007;Advances in Survey Research;MP7-315;Friday;15:00;Maurits Meijers;Jordi Munoz;Joshua Weidmann, Michael M. Bechtel, Aaron Cannon, Michael Hess;Dialing Up the Empathy: Using AI Chatbots to Conduct Qualitative Interviews in Mass Surveys
Political Methodology;2007;Advances in Survey Research;MP7-315;Friday;15:00;Maurits Meijers;Jordi Munoz;Dennis Kolcava, Thomas Bernauer;Increasing Realism: Voluntary Treatment Designs in Survey Experiments
Political Methodology;2007;Advances in Survey Research;MP7-315;Friday;15:00;Maurits Meijers;Jordi Munoz;Bernhard Clemm von Hohenberg, Tiago Ventura, Magdalena Wojcieszak, Jonathan Nagler, Ericka;Menchen-Trevino Survey Professionalism: New Evidence from Browsing Data
Political Methodology;2007;Advances in Survey Research;MP7-315;Friday;15:00;Maurits Meijers;Jordi Munoz;Katharina Pfaff, Sylvia Kritzinger;Considering Respondents’ Preferences: The Effects of Self-Selecting Political Content in Web Survey Questionnaires
Political Methodology;2011;Machine Learning;MP5-Barcelona;Friday;15:00;Lukas Fervers;Akisato Suzuki;Florian Schaffner, Philipp Broniecki, Lucas Leemann, Reto Wüest;A Comparison of Deep Hierarchical Models and Machine Learning for Multilevel Regression with Poststratification (autoMrP)
Political Methodology;2011;Machine Learning;MP5-Barcelona;Friday;15:00;Lukas Fervers;Akisato Suzuki;Theresa Küntzler;An automated machine-learning pipeline for statistical matching
Political Methodology;2011;Machine Learning;MP5-Barcelona;Friday;15:00;Lukas Fervers;Akisato Suzuki;Asbjørn Lindholm, Christian Hjorth, Julian Schüssler;Facial Finetuning: Using Pretrained Image Classification Models to Predict Politicians' Success
Political Methodology;2011;Machine Learning;MP5-Barcelona;Friday;15:00;Lukas Fervers;Akisato Suzuki;Christy Coulson;Opening the Black Box for Inference: A Comparative Analysis of Interpretable Machine Learning and Traditional Parametric Methods
Political Methodology;2011;Machine Learning;MP5-Barcelona;Friday;15:00;Lukas Fervers;Akisato Suzuki;Lukas Fervers;Power boost or source of bias? Monte Carlo Simulation evidence on machine learning covariate adjustment in randomized trials
International Relations;2103;International Organization 1;MP5-Rom;Friday;15:00;Raymond Duch;Alexandros Kentikelenis;Raymond Duch;Global Cooperation
International Relations;2103;International Organization 1;MP5-Rom;Friday;15:00;Raymond Duch;Alexandros Kentikelenis;Nien-chung Chang-Liao, Ronan Tse-min Fu, Hsuan-Yu Lin;Strategic Partnerships in Alliance Politics
International Relations;2103;International Organization 1;MP5-Rom;Friday;15:00;Raymond Duch;Alexandros Kentikelenis;Andrew Coe, Brad Smith, Eliza Gheorghe;Changing Pathways to the Bomb
International Relations;2103;International Organization 1;MP5-Rom;Friday;15:00;Raymond Duch;Alexandros Kentikelenis;Alexandros Tokhi, Lisbeth Zimmermann;The Far Right and Earmarked Funding of International Organizations
International Relations;2103;International Organization 1;MP5-Rom;Friday;15:00;Raymond Duch;Alexandros Kentikelenis;Svanhildur Thorvaldsdottir;Earmarking, staffing and control of international organizations
Political Sociology;2205;Political Psychology;MP5-SanFrancisco;Friday;15:00;Nicholas Charron;Domantas Undzėnas;Jérôme Schäfer;Are Republicans Happier than Democrats? Political Context and Subjective Well-Being
Political Sociology;2205;Political Psychology;MP5-SanFrancisco;Friday;15:00;Nicholas Charron;Domantas Undzėnas;Felix Münchow;Affective Moralization: Analyzing Trends in Open-Ended Survey Data over Four Decades
Political Sociology;2205;Political Psychology;MP5-SanFrancisco;Friday;15:00;Nicholas Charron;Domantas Undzėnas;Michal Gulczynski, Mikolaj Czesnik;Is sexism against men similar to sexism against women?
Political Sociology;2205;Political Psychology;MP5-SanFrancisco;Friday;15:00;Nicholas Charron;Domantas Undzėnas;Đorđe Milosav;The Effects of Travel Restrictions on Citizens’ Perceptions of State Legitimacy: A System Justification Perspective
